TID,Comment,Group,GroupRate,BoxItem01,BoxItemStack01,DropRate01,BoxItem02,BoxItemStack02,DropRate02,BoxItem03,BoxItemStack03,DropRate03,BoxItem04,BoxItemStack04,DropRate04,BoxItem05,BoxItemStack05,DropRate05,BoxItem06,BoxItemStack06,DropRate06,BoxItem07,BoxItemStack07,DropRate07,BoxItem08,BoxItemStack08,DropRate08,BoxItem09,BoxItemStack09,DropRate09,BoxItem10,BoxItemStack10,DropRate10
14190,30级 破坏 套装道具 4等级 治疗用,14190,1666,105200,1,1666,105201,1,3333,105202,1,5000,105203,1,6666,105204,1,8333,105205,1,10000,,,,,,,,,,,,
14191,30级 破坏 套装道具 4等级 魔法输出用,14190,3333,105210,1,1666,105211,1,3333,105212,1,5000,105213,1,6666,105214,1,8333,105215,1,10000,,,,,,,,,,,,
14192,30级 破坏 套装道具 4等级 攻速输出用,14190,5000,105230,1,1666,105231,1,3333,105232,1,5000,105233,1,6666,105234,1,8333,105235,1,10000,,,,,,,,,,,,
14193,30级 破坏 套装道具 4等级 远程用,14190,6666,105240,1,1666,105241,1,3333,105242,1,5000,105243,1,6666,105244,1,8333,105245,1,10000,,,,,,,,,,,,
14194,30级 破坏 套装道具 4等级 坦克用,14190,8333,105260,1,1666,105261,1,3333,105262,1,5000,105263,1,6666,105264,1,8333,105265,1,10000,,,,,,,,,,,,
14195,30级 破坏 套装道具 4等级 近战用,14190,10000,105270,1,1666,105271,1,3333,105272,1,5000,105273,1,6666,105274,1,8333,105275,1,10000,,,,,,,,,,,,
14200,35级 破坏 套装道具 3等级 治疗用,14200,1666,105400,1,1666,105401,1,3333,105402,1,5000,105403,1,6666,105404,1,8333,105405,1,10000,,,,,,,,,,,,
14201,35级 破坏 套装道具 3等级 魔法输出用,14200,3333,105410,1,1666,105411,1,3333,105412,1,5000,105413,1,6666,105414,1,8333,105415,1,10000,,,,,,,,,,,,
14202,35级 破坏 套装道具 3等级 攻速输出用,14200,5000,105430,1,1666,105431,1,3333,105432,1,5000,105433,1,6666,105434,1,8333,105435,1,10000,,,,,,,,,,,,
14203,35级 破坏 套装道具 3等级 远程用,14200,6666,105440,1,1666,105441,1,3333,105442,1,5000,105443,1,6666,105444,1,8333,105445,1,10000,,,,,,,,,,,,
14204,35级 破坏 套装道具 3等级 坦克用,14200,8333,105460,1,1666,105461,1,3333,105462,1,5000,105463,1,6666,105464,1,8333,105465,1,10000,,,,,,,,,,,,
14205,35级 破坏 套装道具 3等级 近战用,14200,10000,105470,1,1666,105471,1,3333,105472,1,5000,105473,1,6666,105474,1,8333,105475,1,10000,,,,,,,,,,,,
14210,35级 破坏 套装道具 4等级 治疗用,14210,1666,105500,1,1666,105501,1,3333,105502,1,5000,105503,1,6666,105504,1,8333,105505,1,10000,,,,,,,,,,,,
14211,35级 破坏 套装道具 4等级 魔法输出用,14210,3333,105510,1,1666,105511,1,3333,105512,1,5000,105513,1,6666,105514,1,8333,105515,1,10000,,,,,,,,,,,,
14212,35级 破坏 套装道具 4等级 攻速输出用,14210,5000,105530,1,1666,105531,1,3333,105532,1,5000,105533,1,6666,105534,1,8333,105535,1,10000,,,,,,,,,,,,
14213,35级 破坏 套装道具 4等级 远程用,14210,6666,105540,1,1666,105541,1,3333,105542,1,5000,105543,1,6666,105544,1,8333,105545,1,10000,,,,,,,,,,,,
14214,35级 破坏 套装道具 4等级 坦克用,14210,8333,105560,1,1666,105561,1,3333,105562,1,5000,105563,1,6666,105564,1,8333,105565,1,10000,,,,,,,,,,,,
14215,35级 破坏 套装道具 4等级 近战用,14210,10000,105570,1,1666,105571,1,3333,105572,1,5000,105573,1,6666,105574,1,8333,105575,1,10000,,,,,,,,,,,,
14220,40级 破坏 套装道具 3等级 治疗用,14220,1666,105600,1,1666,105601,1,3333,105602,1,5000,105603,1,6666,105604,1,8333,105605,1,10000,,,,,,,,,,,,
14221,40级 破坏 套装道具 3等级 魔法输出用,14220,3333,105610,1,1666,105611,1,3333,105612,1,5000,105613,1,6666,105614,1,8333,105615,1,10000,,,,,,,,,,,,
14222,40级 破坏 套装道具 3等级 攻速输出用,14220,5000,105630,1,1666,105631,1,3333,105632,1,5000,105633,1,6666,105634,1,8333,105635,1,10000,,,,,,,,,,,,
14223,40级 破坏 套装道具 3等级 远程用,14220,6666,105640,1,1666,105641,1,3333,105642,1,5000,105643,1,6666,105644,1,8333,105645,1,10000,,,,,,,,,,,,
14224,40级 破坏 套装道具 3等级 坦克用,14220,8333,105660,1,1666,105661,1,3333,105662,1,5000,105663,1,6666,105664,1,8333,105665,1,10000,,,,,,,,,,,,
14225,40级 破坏 套装道具 3等级 近战用,14220,10000,105670,1,1666,105671,1,3333,105672,1,5000,105673,1,6666,105674,1,8333,105675,1,10000,,,,,,,,,,,,
14230,40级 破坏 套装道具 4等级 治疗用,14230,1666,105700,1,1666,105701,1,3333,105702,1,5000,105703,1,6666,105704,1,8333,105705,1,10000,,,,,,,,,,,,
14231,40级 破坏 套装道具 4等级 魔法输出用,14230,3333,105710,1,1666,105711,1,3333,105712,1,5000,105713,1,6666,105714,1,8333,105715,1,10000,,,,,,,,,,,,
14232,40级 破坏 套装道具 4等级 攻速输出用,14230,5000,105730,1,1666,105731,1,3333,105732,1,5000,105733,1,6666,105734,1,8333,105735,1,10000,,,,,,,,,,,,
14233,40级 破坏 套装道具 4等级 远程用,14230,6666,105740,1,1666,105741,1,3333,105742,1,5000,105743,1,6666,105744,1,8333,105745,1,10000,,,,,,,,,,,,
14234,40级 破坏 套装道具 4等级 坦克用,14230,8333,105760,1,1666,105761,1,3333,105762,1,5000,105763,1,6666,105764,1,8333,105765,1,10000,,,,,,,,,,,,
14235,40级 破坏 套装道具 4等级 近战用,14230,10000,105770,1,1666,105771,1,3333,105772,1,5000,105773,1,6666,105774,1,8333,105775,1,10000,,,,,,,,,,,,
14240,42级 破坏 套装道具 3等级 治疗用,14240,1666,105800,1,1666,105801,1,3333,105802,1,5000,105803,1,6666,105804,1,8333,105805,1,10000,,,,,,,,,,,,
14241,42级 破坏 套装道具 3等级 魔法输出用,14240,3333,105810,1,1666,105811,1,3333,105812,1,5000,105813,1,6666,105814,1,8333,105815,1,10000,,,,,,,,,,,,
14242,42级 破坏 套装道具 3等级 攻速输出用,14240,5000,105830,1,1666,105831,1,3333,105832,1,5000,105833,1,6666,105834,1,8333,105835,1,10000,,,,,,,,,,,,
14243,42级 破坏 套装道具 3等级 远程用,14240,6666,105840,1,1666,105841,1,3333,105842,1,5000,105843,1,6666,105844,1,8333,105845,1,10000,,,,,,,,,,,,
14244,42级 破坏 套装道具 3等级 坦克用,14240,8333,105860,1,1666,105861,1,3333,105862,1,5000,105863,1,6666,105864,1,8333,105865,1,10000,,,,,,,,,,,,
14245,42级 破坏 套装道具 3等级 近战用,14240,10000,105870,1,1666,105871,1,3333,105872,1,5000,105873,1,6666,105874,1,8333,105875,1,10000,,,,,,,,,,,,
14250,42级 破坏 套装道具 4等级 治疗用,14250,1666,105900,1,1666,105901,1,3333,105902,1,5000,105903,1,6666,105904,1,8333,105905,1,10000,,,,,,,,,,,,
14251,42级 破坏 套装道具 4等级 魔法输出用,14250,3333,105910,1,1666,105911,1,3333,105912,1,5000,105913,1,6666,105914,1,8333,105915,1,10000,,,,,,,,,,,,
14252,42级 破坏 套装道具 4等级 攻速输出用,14250,5000,105930,1,1666,105931,1,3333,105932,1,5000,105933,1,6666,105934,1,8333,105935,1,10000,,,,,,,,,,,,
14253,42级 破坏 套装道具 4等级 远程用,14250,6666,105940,1,1666,105941,1,3333,105942,1,5000,105943,1,6666,105944,1,8333,105945,1,10000,,,,,,,,,,,,
14254,42级 破坏 套装道具 4等级 坦克用,14250,8333,105960,1,1666,105961,1,3333,105962,1,5000,105963,1,6666,105964,1,8333,105965,1,10000,,,,,,,,,,,,
14255,42级 破坏 套装道具 4等级 近战用,14250,10000,105970,1,1666,105971,1,3333,105972,1,5000,105973,1,6666,105974,1,8333,105975,1,10000,,,,,,,,,,,,
14260,45级 破坏 套装道具 3等级 治疗用,14260,1666,106000,1,1666,106001,1,3333,106002,1,5000,106003,1,6666,106004,1,8333,106005,1,10000,,,,,,,,,,,,
14261,45级 破坏 套装道具 3等级 魔法输出用,14260,3333,106010,1,1666,106011,1,3333,106012,1,5000,106013,1,6666,106014,1,8333,106015,1,10000,,,,,,,,,,,,
14262,45级 破坏 套装道具 3等级 攻速输出用,14260,5000,106030,1,1666,106031,1,3333,106032,1,5000,106033,1,6666,106034,1,8333,106035,1,10000,,,,,,,,,,,,
14263,45级 破坏 套装道具 3等级 远程用,14260,6666,106040,1,1666,106041,1,3333,106042,1,5000,106043,1,6666,106044,1,8333,106045,1,10000,,,,,,,,,,,,
14264,45级 破坏 套装道具 3等级 坦克用,14260,8333,106060,1,1666,106061,1,3333,106062,1,5000,106063,1,6666,106064,1,8333,106065,1,10000,,,,,,,,,,,,
14265,45级 破坏 套装道具 3等级 近战用,14260,10000,106070,1,1666,106071,1,3333,106072,1,5000,106073,1,6666,106074,1,8333,106075,1,10000,,,,,,,,,,,,
14270,45级 破坏 套装道具 4等级 治疗用,14270,1666,106100,1,1666,106101,1,3333,106102,1,5000,106103,1,6666,106104,1,8333,106105,1,10000,,,,,,,,,,,,
14271,45级 破坏 套装道具 4等级 魔法输出用,14270,3333,106110,1,1666,106111,1,3333,106112,1,5000,106113,1,6666,106114,1,8333,106115,1,10000,,,,,,,,,,,,
14272,45级 破坏 套装道具 4等级 攻速输出用,14270,5000,106130,1,1666,106131,1,3333,106132,1,5000,106133,1,6666,106134,1,8333,106135,1,10000,,,,,,,,,,,,
14273,45级 破坏 套装道具 4等级 远程用,14270,6666,106140,1,1666,106141,1,3333,106142,1,5000,106143,1,6666,106144,1,8333,106145,1,10000,,,,,,,,,,,,
14274,45级 破坏 套装道具 4等级 坦克用,14270,8333,106160,1,1666,106161,1,3333,106162,1,5000,106163,1,6666,106164,1,8333,106165,1,10000,,,,,,,,,,,,
14275,45级 破坏 套装道具 4等级 近战用,14270,10000,106170,1,1666,106171,1,3333,106172,1,5000,106173,1,6666,106174,1,8333,106175,1,10000,,,,,,,,,,,,
14280,47级 破坏 套装道具 3等级 治疗用,14280,1666,106200,1,1666,106201,1,3333,106202,1,5000,106203,1,6666,106204,1,8333,106205,1,10000,,,,,,,,,,,,
14281,47级 破坏 套装道具 3等级 魔法输出用,14280,3333,106210,1,1666,106211,1,3333,106212,1,5000,106213,1,6666,106214,1,8333,106215,1,10000,,,,,,,,,,,,
14282,47级 破坏 套装道具 3等级 攻速输出用,14280,5000,106230,1,1666,106231,1,3333,106232,1,5000,106233,1,6666,106234,1,8333,106235,1,10000,,,,,,,,,,,,
14283,47级 破坏 套装道具 3等级 远程用,14280,6666,106240,1,1666,106241,1,3333,106242,1,5000,106243,1,6666,106244,1,8333,106245,1,10000,,,,,,,,,,,,
14284,47级 破坏 套装道具 3等级 坦克用,14280,8333,106260,1,1666,106261,1,3333,106262,1,5000,106263,1,6666,106264,1,8333,106265,1,10000,,,,,,,,,,,,
14285,47级 破坏 套装道具 3等级 近战用,14280,10000,106270,1,1666,106271,1,3333,106272,1,5000,106273,1,6666,106274,1,8333,106275,1,10000,,,,,,,,,,,,
14290,47级 破坏 套装道具 4等级 治疗用,14290,1666,106300,1,1666,106301,1,3333,106302,1,5000,106303,1,6666,106304,1,8333,106305,1,10000,,,,,,,,,,,,
14291,47级 破坏 套装道具 4等级 魔法输出用,14290,3333,106310,1,1666,106311,1,3333,106312,1,5000,106313,1,6666,106314,1,8333,106315,1,10000,,,,,,,,,,,,
14292,47级 破坏 套装道具 4等级 攻速输出用,14290,5000,106330,1,1666,106331,1,3333,106332,1,5000,106333,1,6666,106334,1,8333,106335,1,10000,,,,,,,,,,,,
14293,47级 破坏 套装道具 4等级 远程用,14290,6666,106340,1,1666,106341,1,3333,106342,1,5000,106343,1,6666,106344,1,8333,106345,1,10000,,,,,,,,,,,,
14294,47级 破坏 套装道具 4等级 坦克用,14290,8333,106360,1,1666,106361,1,3333,106362,1,5000,106363,1,6666,106364,1,8333,106365,1,10000,,,,,,,,,,,,
14295,47级 破坏 套装道具 4等级 近战用,14290,10000,106370,1,1666,106371,1,3333,106372,1,5000,106373,1,6666,106374,1,8333,106375,1,10000,,,,,,,,,,,,
14300,50级 破坏 套装道具 3等级 治疗用,14300,1666,106400,1,1666,106401,1,3333,106402,1,5000,106403,1,6666,106404,1,8333,106405,1,10000,,,,,,,,,,,,
14301,50级 破坏 套装道具 3等级 魔法输出用,14300,3333,106410,1,1666,106411,1,3333,106412,1,5000,106413,1,6666,106414,1,8333,106415,1,10000,,,,,,,,,,,,
14302,50级 破坏 套装道具 3等级 攻速输出用,14300,5000,106430,1,1666,106431,1,3333,106432,1,5000,106433,1,6666,106434,1,8333,106435,1,10000,,,,,,,,,,,,
14303,50级 破坏 套装道具 3等级 远程用,14300,6666,106440,1,1666,106441,1,3333,106442,1,5000,106443,1,6666,106444,1,8333,106445,1,10000,,,,,,,,,,,,
14304,50级 破坏 套装道具 3等级 坦克用,14300,8333,106460,1,1666,106461,1,3333,106462,1,5000,106463,1,6666,106464,1,8333,106465,1,10000,,,,,,,,,,,,
14305,50级 破坏 套装道具 3等级 近战用,14300,10000,106470,1,1666,106471,1,3333,106472,1,5000,106473,1,6666,106474,1,8333,106475,1,10000,,,,,,,,,,,,
14310,50级 破坏 套装道具 4等级 治疗用,14310,1666,106500,1,1666,106501,1,3333,106502,1,5000,106503,1,6666,106504,1,8333,106505,1,10000,,,,,,,,,,,,
14311,50级 破坏 套装道具 4等级 魔法输出用,14310,3333,106510,1,1666,106511,1,3333,106512,1,5000,106513,1,6666,106514,1,8333,106515,1,10000,,,,,,,,,,,,
14312,50级 破坏 套装道具 4等级 攻速输出用,14310,5000,106530,1,1666,106531,1,3333,106532,1,5000,106533,1,6666,106534,1,8333,106535,1,10000,,,,,,,,,,,,
14313,50级 破坏 套装道具 4等级 远程用,14310,6666,106540,1,1666,106541,1,3333,106542,1,5000,106543,1,6666,106544,1,8333,106545,1,10000,,,,,,,,,,,,
14314,50级 破坏 套装道具 4等级 坦克用,14310,8333,106560,1,1666,106561,1,3333,106562,1,5000,106563,1,6666,106564,1,8333,106565,1,10000,,,,,,,,,,,,
14315,50级 破坏 套装道具 4等级 近战用,14310,10000,106570,1,1666,106571,1,3333,106572,1,5000,106573,1,6666,106574,1,8333,106575,1,10000,,,,,,,,,,,,
14320,52级 破坏 套装道具 3等级 治疗用,14320,1666,106600,1,1666,106601,1,3333,106602,1,5000,106603,1,6666,106604,1,8333,106605,1,10000,,,,,,,,,,,,
14321,52级 破坏 套装道具 3等级 魔法输出用,14320,3333,106610,1,1666,106611,1,3333,106612,1,5000,106613,1,6666,106614,1,8333,106615,1,10000,,,,,,,,,,,,
14322,52级 破坏 套装道具 3等级 攻速输出用,14320,5000,106630,1,1666,106631,1,3333,106632,1,5000,106633,1,6666,106634,1,8333,106635,1,10000,,,,,,,,,,,,
14323,52级 破坏 套装道具 3等级 远程用,14320,6666,106640,1,1666,106641,1,3333,106642,1,5000,106643,1,6666,106644,1,8333,106645,1,10000,,,,,,,,,,,,
14324,52级 破坏 套装道具 3等级 坦克用,14320,8333,106660,1,1666,106661,1,3333,106662,1,5000,106663,1,6666,106664,1,8333,106665,1,10000,,,,,,,,,,,,
14325,52级 破坏 套装道具 3等级 近战用,14320,10000,106670,1,1666,106671,1,3333,106672,1,5000,106673,1,6666,106674,1,8333,106675,1,10000,,,,,,,,,,,,
14330,52级 破坏 套装道具 4等级 治疗用,14330,1666,106700,1,1666,106701,1,3333,106702,1,5000,106703,1,6666,106704,1,8333,106705,1,10000,,,,,,,,,,,,
14331,52级 破坏 套装道具 4等级 魔法输出用,14330,3333,106710,1,1666,106711,1,3333,106712,1,5000,106713,1,6666,106714,1,8333,106715,1,10000,,,,,,,,,,,,
14332,52级 破坏 套装道具 4等级 攻速输出用,14330,5000,106730,1,1666,106731,1,3333,106732,1,5000,106733,1,6666,106734,1,8333,106735,1,10000,,,,,,,,,,,,
14333,52级 破坏 套装道具 4等级 远程用,14330,6666,106740,1,1666,106741,1,3333,106742,1,5000,106743,1,6666,106744,1,8333,106745,1,10000,,,,,,,,,,,,
14334,52级 破坏 套装道具 4等级 坦克用,14330,8333,106760,1,1666,106761,1,3333,106762,1,5000,106763,1,6666,106764,1,8333,106765,1,10000,,,,,,,,,,,,
14335,52级 破坏 套装道具 4等级 近战用,14330,10000,106770,1,1666,106771,1,3333,106772,1,5000,106773,1,6666,106774,1,8333,106775,1,10000,,,,,,,,,,,,
14340,55级 破坏 套装道具 3等级 治疗用,14340,1666,106800,1,1666,106801,1,3333,106802,1,5000,106803,1,6666,106804,1,8333,106805,1,10000,,,,,,,,,,,,
14341,55级 破坏 套装道具 3等级 魔法输出用,14340,3333,106810,1,1666,106811,1,3333,106812,1,5000,106813,1,6666,106814,1,8333,106815,1,10000,,,,,,,,,,,,
14342,55级 破坏 套装道具 3等级 攻速输出用,14340,5000,106830,1,1666,106831,1,3333,106832,1,5000,106833,1,6666,106834,1,8333,106835,1,10000,,,,,,,,,,,,
14343,55级 破坏 套装道具 3等级 远程用,14340,6666,106840,1,1666,106841,1,3333,106842,1,5000,106843,1,6666,106844,1,8333,106845,1,10000,,,,,,,,,,,,
14344,55级 破坏 套装道具 3等级 坦克用,14340,8333,106860,1,1666,106861,1,3333,106862,1,5000,106863,1,6666,106864,1,8333,106865,1,10000,,,,,,,,,,,,
14345,55级 破坏 套装道具 3等级 近战用,14340,10000,106870,1,1666,106871,1,3333,106872,1,5000,106873,1,6666,106874,1,8333,106875,1,10000,,,,,,,,,,,,
14350,55级 破坏 套装道具 4等级 治疗用,14350,1666,106900,1,1666,106901,1,3333,106902,1,5000,106903,1,6666,106904,1,8333,106905,1,10000,,,,,,,,,,,,
14351,55级 破坏 套装道具 4等级 魔法输出用,14350,3333,106910,1,1666,106911,1,3333,106912,1,5000,106913,1,6666,106914,1,8333,106915,1,10000,,,,,,,,,,,,
14352,55级 破坏 套装道具 4等级 攻速输出用,14350,5000,106930,1,1666,106931,1,3333,106932,1,5000,106933,1,6666,106934,1,8333,106935,1,10000,,,,,,,,,,,,
14353,55级 破坏 套装道具 4等级 远程用,14350,6666,106940,1,1666,106941,1,3333,106942,1,5000,106943,1,6666,106944,1,8333,106945,1,10000,,,,,,,,,,,,
14354,55级 破坏 套装道具 4等级 坦克用,14350,8333,106960,1,1666,106961,1,3333,106962,1,5000,106963,1,6666,106964,1,8333,106965,1,10000,,,,,,,,,,,,
14355,55级 破坏 套装道具 4等级 近战用,14350,10000,106970,1,1666,106971,1,3333,106972,1,5000,106973,1,6666,106974,1,8333,106975,1,10000,,,,,,,,,,,,
15001,霸王 感谢 礼物(药水),15001,10000,510030,99,10000,510043,99,10000,,,,,,,,,,,,,,,,,,,,,,,,
15002,霸王 感谢 礼物(坐骑),15002,10000,510041,1,10000,510042,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
15003,霸王2 运营商的承诺,15003,10000,510017,1,10000,510030,99,10000,510030,99,10000,510043,99,10000,510043,99,10000,510043,99,10000,510043,99,10000,510015,10,10000,90062,30,10000,,,
15004,破旧的福袋（新年活动）,15004,1900,510056,1,1832,40301,1,2672,90062,1,4504,82001,1,6336,82000,1,8168,510057,1,10000,,,,,,,,,,,,
15005,破旧的福袋（新年活动）,15004,3900,9076,1,975,510058,1,2780,82002,1,4585,41015,1,6390,41003,1,8195,41009,1,10000,,,,,,,,,,,,
15006,破旧的福袋（新年活动）,15004,6900,11004,1,1250,11005,1,2500,11014,1,3750,11015,1,5000,11024,1,6250,11025,1,7500,11034,1,8750,11035,1,10000,,,,,,
15007,破旧的福袋（新年活动）,15004,9900,11044,1,1250,11045,1,2500,11054,1,3750,11055,1,5000,11064,1,6250,11065,1,7500,11074,1,8750,11075,1,10000,,,,,,
15008,破旧的福袋（新年活动）,15004,10000,82003,1,3100,82016,1,5700,9071,1,7700,400001,1,9900,40302,1,9959,80103,1,9969,80100,1,9979,80102,1,9989,80101,1,9999,40303,1,10000
15009,豪华 福袋（新年活动）,15009,2500,510056,1,1832,40301,1,2672,90062,1,4504,82001,1,6336,82000,1,8168,510057,1,10000,,,,,,,,,,,,
15010,豪华 福袋（新年活动）,15009,5000,9076,1,975,510058,1,2780,82002,1,4585,41015,1,6390,41003,1,8195,41009,1,10000,,,,,,,,,,,,
15011,豪华 福袋（新年活动）,15009,7000,11004,1,1250,11005,1,2500,11014,1,3750,11015,1,5000,11024,1,6250,11025,1,7500,11034,1,8750,11035,1,10000,,,,,,
15012,豪华 福袋（新年活动）,15009,9000,11044,1,1250,11045,1,2500,11054,1,3750,11055,1,5000,11064,1,6250,11065,1,7500,11074,1,8750,11075,1,10000,,,,,,
15013,豪华 福袋（新年活动）,15009,10000,82003,1,3100,82016,1,5700,9071,1,7700,400001,1,9900,40302,1,9959,80103,1,9969,80100,1,9979,80102,1,9989,80101,1,9999,40303,1,10000
15014,特别的福袋（新年活动）,15014,3000,510056,1,1832,40301,1,2672,90062,1,4504,82001,1,6336,82000,1,8168,510057,1,10000,,,,,,,,,,,,
15015,特别的福袋（新年活动）,15014,6000,9076,1,975,510058,1,2780,82002,1,4585,41015,1,6390,41003,1,8195,41009,1,10000,,,,,,,,,,,,
15016,特别的福袋（新年活动）,15014,7000,11004,1,1250,11005,1,2500,11014,1,3750,11015,1,5000,11024,1,6250,11025,1,7500,11034,1,8750,11035,1,10000,,,,,,
15017,特别的福袋（新年活动）,15014,8000,11044,1,1250,11045,1,2500,11054,1,3750,11055,1,5000,11064,1,6250,11065,1,7500,11074,1,8750,11075,1,10000,,,,,,
15018,特别的福袋（新年活动）,15014,10000,82003,1,3100,82016,1,5700,9071,1,7700,400001,1,9900,40302,1,9959,80103,1,9969,80100,1,9979,80102,1,9989,80101,1,9999,40303,1,10000
20000,古代 箱子(古代 大祭司的 套装)(麻布)(高级),20000,2500,102800,1,1666,102801,1,3332,102802,1,4998,102803,1,6664,102804,1,8330,102805,1,10000,,,,,,,,,,,,
20001,古代 箱子(古代 奥术师的 套装)(麻布)(高级),20000,5000,102810,1,1666,102811,1,3332,102812,1,4998,102813,1,6664,102814,1,8330,102815,1,10000,,,,,,,,,,,,
20002,古代 箱子(古代 大祭司的 套装)(麻布)(毁坏),20000,7500,107800,1,1666,107801,1,3332,107802,1,4998,107803,1,6664,107804,1,8330,107805,1,10000,,,,,,,,,,,,
20003,古代 箱子(古代 奥术师的 套装)(麻布)(毁坏),20000,10000,107810,1,1666,107811,1,3332,107812,1,4998,107813,1,6664,107814,1,8330,107815,1,10000,,,,,,,,,,,,
20010,古代 箱子(古代 强盗的 套装)(轻甲)(高级),20010,2500,102820,1,1666,102821,1,3332,102822,1,4998,102823,1,6664,102824,1,8330,102825,1,10000,,,,,,,,,,,,
20011,古代 箱子(古代 侵略者的 套装)(轻甲)(高级),20010,5000,102830,1,1666,102831,1,3332,102832,1,4998,102833,1,6664,102834,1,8330,102835,1,10000,,,,,,,,,,,,
20012,古代 箱子(古代 强盗的 套装)(轻甲)(毁坏),20010,7500,107820,1,1666,107821,1,3332,107822,1,4998,107823,1,6664,107824,1,8330,107825,1,10000,,,,,,,,,,,,
20013,古代 箱子(古代 侵略者的 套装)(轻甲)(毁坏),20010,10000,107830,1,1666,107831,1,3332,107832,1,4998,107833,1,6664,107834,1,8330,107835,1,10000,,,,,,,,,,,,
20020,古代 箱子(古代 强盗的 套装)(重甲)(高级),20020,2500,102840,1,1666,102841,1,3332,102842,1,4998,102843,1,6664,102844,1,8330,102845,1,10000,,,,,,,,,,,,
20021,古代 箱子(古代 侵略者的 套装)(重甲)(高级),20020,5000,102850,1,1666,102851,1,3332,102852,1,4998,102853,1,6664,102854,1,8330,102855,1,10000,,,,,,,,,,,,
20022,古代 箱子(古代 强盗的 套装)(重甲)(毁坏),20020,7500,107840,1,1666,107841,1,3332,107842,1,4998,107843,1,6664,107844,1,8330,107845,1,10000,,,,,,,,,,,,
