TID,Comment,EngName,LocalName,Type,Kind,Property,Level,Grade,Race,Gender,LimitLevel,LimitSTR,LimitCON,LimitWIS,LimitMEN,LimitAgility,LimitMainWeapon,LimitFamePointTID,ReqWeaponLevel,PenaltyRate,Area,PowerRangeMax,RelativeClass,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,SetTID,CoolTime,UseSkillTID,LearnSkillTID,SocketTID,Socket,CashSocket,RecipeTID,EnchantTID,EnchantStepMax,SeedOption,Cash,SpecialTID,SpecialValue,AlchemyValue,AlchemyTID,MixTID,BreakTID,BoxTID,QuestTID,SalePrice,PurchasePrice,SaleFamePoint,PurchaseFamePoint,ReqMedalKind,SaleMedal,PurchaseMedal,ItemRestrict,StackCount,MaxCount,Consume,BindType,UnBindCount,Stoppable,MaxDurability,MinDurability,Crash,DecreationDurability,Repairable,ItemMeshLeft,ItemMeshRight,ItemMeshScale,UseEffect,UseSound,TreeDeps_01,TreeDeps_02,ItemIcon,EngDesc,LocalDesc
2136325,第4轮 艾林河-重甲,ITM_Name_022166,自我 珍贵的终结者护手,1,3,0,13,3,1|3,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,27,0,0,14,0,0,0,0,0,0,241,76,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3302,0,0,256,2560,0,0,0,0,0,0,0,0,0,2,7,0,139,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022166,
2136334,第4轮 艾林河-重甲,ITM_Name_022167,自我 特别的战士护手,1,3,0,13,4,1|3,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,44,5,0,15,0,0,0,0,0,0,277,82,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3402,0,0,384,3840,0,0,0,0,0,0,0,0,0,2,7,0,139,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022167,
2136335,第4轮 艾林河-重甲,ITM_Name_022168,自我 特别的终结者护手,1,3,0,13,4,1|3,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,30,0,0,15,0,0,0,0,0,0,261,82,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3402,0,0,384,3840,0,0,0,0,0,0,0,0,0,2,7,0,139,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022168,
2136414,第5轮 艾林河-重甲,ITM_Name_022169,自我 高级的指挥护手,1,3,0,18,2,1|3,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,46,5,0,16,0,0,0,0,0,0,294,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19950,8,0,0,0,,,,0,3202,0,0,331,3310,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022169,
2136415,第5轮 艾林河-重甲,ITM_Name_022170,自我 高级的压制护手,1,3,0,18,2,1|3,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,0,0,0,0,0,278,87,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19950,8,0,0,0,,,,0,3202,0,0,331,3310,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022170,
2136424,第5轮 艾林河-重甲,ITM_Name_022171,自我 珍贵的指挥护手,1,3,0,18,3,1|3,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,56,6,0,19,0,0,0,0,0,0,353,104,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3302,0,0,441,4410,0,0,0,0,0,0,0,0,0,2,7,0,171,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022171,
2136425,第5轮 艾林河-重甲,ITM_Name_022172,自我 珍贵的压制护手,1,3,0,18,3,1|3,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,37,0,0,19,0,0,0,0,0,0,333,104,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3302,0,0,441,4410,0,0,0,0,0,0,0,0,0,2,7,0,171,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022172,
2136434,第5轮 艾林河-重甲,ITM_Name_022173,自我 特别的指挥护手,1,3,0,18,4,1|3,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,60,6,0,21,0,0,0,0,0,0,383,113,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3402,0,0,662,6620,0,0,0,0,0,0,0,0,0,2,7,0,171,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022173,
2136435,第5轮 艾林河-重甲,ITM_Name_022174,自我 特别的压制护手,1,3,0,18,4,1|3,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,41,0,0,21,0,0,0,0,0,0,361,113,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3402,0,0,662,6620,0,0,0,0,0,0,0,0,0,2,7,0,171,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022174,
2136514,第6轮 艾林河-重甲,ITM_Name_022175,自我 高级的控制护手,1,3,0,23,2,1|3,0,23,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,59,6,0,20,0,0,0,0,0,0,376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000,8,0,0,0,,,,0,3203,0,0,507,5070,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,2,1,p_h_02_b_m_hand_lod.nif|p_d_02_b_m_hand_lod.nif,p_h_02_b_f_hand_lod.nif|p_d_02_b_f_hand_lod.nif,,,,2,3,10804,ITM_Desc_022175,
2136515,第6轮 艾林河-重甲,ITM_Name_022176,自我 高级的压制护手,1,3,0,23,2,1|3,0,23,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,355,111,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000,8,0,0,0,,,,0,3203,0,0,507,5070,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,2,1,p_h_02_b_m_hand_lod.nif|p_d_02_b_m_hand_lod.nif,p_h_02_b_f_hand_lod.nif|p_d_02_b_f_hand_lod.nif,,,,2,3,10804,ITM_Desc_022176,
2136524,第6轮 艾林河-重甲,ITM_Name_022177,自我 珍贵的控制护手,1,3,0,23,3,1|3,0,23,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,71,7,0,24,0,0,0,0,0,0,451,133,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3303,0,0,676,6760,0,0,0,0,0,0,0,0,0,2,7,0,203,0,0,0,1,p_h_02_c_m_hand_lod.nif|p_d_02_c_m_hand_lod.nif,p_h_02_c_f_hand_lod.nif|p_d_02_c_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022177,
2136525,第6轮 艾林河-重甲,ITM_Name_022178,自我 珍贵的压制护手,1,3,0,23,3,1|3,0,23,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,47,0,0,24,0,0,0,0,0,0,425,133,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3303,0,0,676,6760,0,0,0,0,0,0,0,0,0,2,7,0,203,0,0,0,1,p_h_02_c_m_hand_lod.nif|p_d_02_c_m_hand_lod.nif,p_h_02_c_f_hand_lod.nif|p_d_02_c_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022178,
2136534,第6轮 艾林河-重甲,ITM_Name_022179,自我 特别的控制护手,1,3,0,23,4,1|3,0,23,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,8,0,26,0,0,0,0,0,0,489,144,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3403,0,0,1014,10140,0,0,0,0,0,0,0,0,0,2,7,0,203,0,0,0,1,p_h_02_c_m_hand_uni.bif|p_d_02_c_m_hand_uni.bif,p_h_02_c_f_hand_uni.bif|p_d_02_c_f_hand_uni.bif,,,,2,3,50806,ITM_Desc_022179,
2136535,第6轮 艾林河-重甲,ITM_Name_022180,自我 特别的压制护手,1,3,0,23,4,1|3,0,23,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,51,0,0,26,0,0,0,0,0,0,461,144,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3403,0,0,1014,10140,0,0,0,0,0,0,0,0,0,2,7,0,203,0,0,0,1,p_h_02_c_m_hand_uni.bif|p_d_02_c_m_hand_uni.bif,p_h_02_c_f_hand_uni.bif|p_d_02_c_f_hand_uni.bif,,,,2,3,50806,ITM_Desc_022180,
2136614,第7轮 艾林河-重甲,ITM_Name_022181,自我 高级的守卫护手,1,3,0,28,2,1|3,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,72,7,0,24,0,0,0,0,0,0,457,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000,8,0,0,0,,,,0,3203,0,0,675,6750,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,2,1,p_h_02_b_m_hand_lod.nif|p_d_02_b_m_hand_lod.nif,p_h_02_b_f_hand_lod.nif|p_d_02_b_f_hand_lod.nif,,,,2,3,10804,ITM_Desc_022181,
2136615,第7轮 艾林河-重甲,ITM_Name_022182,自我 高级的勇士护手,1,3,0,28,2,1|3,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,48,0,0,24,0,0,0,0,0,0,431,135,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000,8,0,0,0,,,,0,3203,0,0,675,6750,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,2,1,p_h_02_b_m_hand_lod.nif|p_d_02_b_m_hand_lod.nif,p_h_02_b_f_hand_lod.nif|p_d_02_b_f_hand_lod.nif,,,,2,3,10804,ITM_Desc_022182,
2136624,第7轮 艾林河-重甲,ITM_Name_022183,自我 珍贵的守卫护手,1,3,0,28,3,1|3,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,86,9,0,29,0,0,0,0,0,0,549,161,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3303,0,0,900,9000,0,0,0,0,0,0,0,0,0,2,7,0,235,0,0,0,1,p_h_02_c_m_hand_lod.nif|p_d_02_c_m_hand_lod.nif,p_h_02_c_f_hand_lod.nif|p_d_02_c_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022183,
2136625,第7轮 艾林河-重甲,ITM_Name_022184,自我 珍贵的勇士护手,1,3,0,28,3,1|3,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,58,0,0,29,0,0,0,0,0,0,518,161,0,0,0,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3303,0,0,900,9000,0,0,0,0,0,0,0,0,0,2,7,0,235,0,0,0,1,p_h_02_c_m_hand_lod.nif|p_d_02_c_m_hand_lod.nif,p_h_02_c_f_hand_lod.nif|p_d_02_c_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022184,
2136634,第7轮 艾林河-重甲,ITM_Name_022185,自我 特别的守卫护手,1,3,0,28,4,1|3,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,93,9,0,32,0,0,0,0,0,0,595,175,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3403,0,0,1350,13500,0,0,0,0,0,0,0,0,0,2,7,0,235,0,0,0,1,p_h_02_c_m_hand_uni.bif|p_d_02_c_m_hand_uni.bif,p_h_02_c_f_hand_uni.bif|p_d_02_c_f_hand_uni.bif,,,,2,3,50806,ITM_Desc_022185,
2136635,第7轮 艾林河-重甲,ITM_Name_022186,自我 特别的勇士护手,1,3,0,28,4,1|3,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,62,0,0,32,0,0,0,0,0,0,561,175,0,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20000,8,0,0,0,,,,0,3403,0,0,1350,13500,0,0,0,0,0,0,0,0,0,2,7,0,235,0,0,0,1,p_h_02_c_m_hand_uni.bif|p_d_02_c_m_hand_uni.bif,p_h_02_c_f_hand_uni.bif|p_d_02_c_f_hand_uni.bif,,,,2,3,50806,ITM_Desc_022186,
2136714,第8轮 艾林河-重甲,ITM_Name_022187,自我 高级的庇护护手,1,3,0,33,2,1|3,0,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,8,0,29,0,0,0,0,0,0,539,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20050,8,0,0,0,,,,0,3204,0,0,919,9190,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,2,1,p_h_03_b_m_hand_lod.nif|p_d_03_b_m_hand_lod.nif,p_h_03_b_f_hand_lod.nif|p_d_03_b_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022187,
2136715,第8轮 艾林河-重甲,ITM_Name_022188,自我 高级的杀生护手,1,3,0,33,2,1|3,0,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,56,0,0,29,0,0,0,0,0,0,508,158,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20050,8,0,0,0,,,,0,3204,0,0,919,9190,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,2,1,p_h_03_b_m_hand_lod.nif|p_d_03_b_m_hand_lod.nif,p_h_03_b_f_hand_lod.nif|p_d_03_b_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022188,
2136724,第8轮 艾林河-重甲,ITM_Name_022189,自我 珍贵的庇护护手,1,3,0,33,3,1|3,0,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,101,10,0,34,0,0,0,0,0,0,647,190,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3304,0,0,1225,12250,0,0,0,0,0,0,0,0,0,2,7,0,282,0,0,0,1,p_h_03_c_m_hand_lod.nif|p_d_03_c_m_hand_lod.nif,p_h_03_c_f_hand_lod.nif|p_d_03_c_f_hand_lod.nif,,,,2,3,10809,ITM_Desc_022189,
2136725,第8轮 艾林河-重甲,ITM_Name_022190,自我 珍贵的杀生护手,1,3,0,33,3,1|3,0,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,68,0,0,34,0,0,0,0,0,0,610,190,0,0,0,0,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3304,0,0,1225,12250,0,0,0,0,0,0,0,0,0,2,7,0,282,0,0,0,1,p_h_03_c_m_hand_lod.nif|p_d_03_c_m_hand_lod.nif,p_h_03_c_f_hand_lod.nif|p_d_03_c_f_hand_lod.nif,,,,2,3,10809,ITM_Desc_022190,
2136734,第8轮 艾林河-重甲,ITM_Name_022191,自我 特别的庇护护手,1,3,0,33,4,1|3,0,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,109,11,0,37,0,0,0,0,0,0,700,206,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3404,0,0,1838,18380,0,0,0,0,0,0,0,0,0,2,7,0,282,0,0,0,1,p_h_03_c_m_hand_uni.bif|p_d_03_c_m_hand_uni.bif,p_h_03_c_f_hand_uni.bif|p_d_03_c_f_hand_uni.bif,,,,2,3,50809,ITM_Desc_022191,
2136735,第8轮 艾林河-重甲,ITM_Name_022192,自我 特别的杀生护手,1,3,0,33,4,1|3,0,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,0,0,37,0,0,0,0,0,0,661,206,0,0,0,0,11,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3404,0,0,1838,18380,0,0,0,0,0,0,0,0,0,2,7,0,282,0,0,0,1,p_h_03_c_m_hand_uni.bif|p_d_03_c_m_hand_uni.bif,p_h_03_c_f_hand_uni.bif|p_d_03_c_f_hand_uni.bif,,,,2,3,50809,ITM_Desc_022192,
2136814,第9轮 艾林河-重甲,ITM_Name_022193,自我 高级的复仇者护手,1,3,0,36,2,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,92,9,0,31,0,0,0,0,0,0,588,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20050,8,0,0,0,,,,0,3204,0,0,1027,10270,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,2,1,p_h_03_b_m_hand_lod.nif|p_d_03_b_m_hand_lod.nif,p_h_03_b_f_hand_lod.nif|p_d_03_b_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022193,
2136815,第9轮 艾林河-重甲,ITM_Name_022194,自我 高级的征伐者护手,1,3,0,36,2,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,61,0,0,31,0,0,0,0,0,0,554,172,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20050,8,0,0,0,,,,0,3204,0,0,1027,10270,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,2,1,p_h_03_b_m_hand_lod.nif|p_d_03_b_m_hand_lod.nif,p_h_03_b_f_hand_lod.nif|p_d_03_b_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022194,
2136824,第9轮 艾林河-重甲,ITM_Name_022195,自我 珍贵的复仇者护手,1,3,0,36,3,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,110,11,0,37,0,0,0,0,0,0,705,207,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3304,0,0,1369,13690,0,0,0,0,0,0,0,0,0,2,7,0,297,0,0,0,1,p_h_03_c_m_hand_lod.nif|p_d_03_c_m_hand_lod.nif,p_h_03_c_f_hand_lod.nif|p_d_03_c_f_hand_lod.nif,,,,2,3,10809,ITM_Desc_022195,
2136825,第9轮 艾林河-重甲,ITM_Name_022196,自我 珍贵的征伐者护手,1,3,0,36,3,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,74,0,0,37,0,0,0,0,0,0,665,207,0,0,0,0,11,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3304,0,0,1369,13690,0,0,0,0,0,0,0,0,0,2,7,0,297,0,0,0,1,p_h_03_c_m_hand_lod.nif|p_d_03_c_m_hand_lod.nif,p_h_03_c_f_hand_lod.nif|p_d_03_c_f_hand_lod.nif,,,,2,3,10809,ITM_Desc_022196,
2136834,第9轮 艾林河-重甲,ITM_Name_022197,自我 特别的复仇者护手,1,3,0,36,4,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,119,12,0,41,0,0,0,0,0,0,764,224,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3404,0,0,2054,20540,0,0,0,0,0,0,0,0,0,2,7,0,297,0,0,0,1,p_h_03_c_m_hand_uni.bif|p_d_03_c_m_hand_uni.bif,p_h_03_c_f_hand_uni.bif|p_d_03_c_f_hand_uni.bif,,,,2,3,50809,ITM_Desc_022197,
2136835,第9轮 艾林河-重甲,ITM_Name_022198,自我 特别的征伐者护手,1,3,0,36,4,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,80,0,0,41,0,0,0,0,0,0,721,224,0,0,0,0,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3404,0,0,2054,20540,0,0,0,0,0,0,0,0,0,2,7,0,297,0,0,0,1,p_h_03_c_m_hand_uni.bif|p_d_03_c_m_hand_uni.bif,p_h_03_c_f_hand_uni.bif|p_d_03_c_f_hand_uni.bif,,,,2,3,50809,ITM_Desc_022198,
2136914,第10轮 艾林河-重甲,ITM_Name_022199,自我 高级的激战护手,1,3,0,39,2,1|3,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,99,10,0,34,0,0,0,0,0,0,637,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20050,8,0,0,0,,,,0,3204,0,0,1200,12000,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,2,1,p_h_03_b_m_hand_lod.nif|p_d_03_b_m_hand_lod.nif,p_h_03_b_f_hand_lod.nif|p_d_03_b_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022199,
2136915,第10轮 艾林河-重甲,ITM_Name_022200,自我 高级的猛攻护手,1,3,0,39,2,1|3,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,67,0,0,34,0,0,0,0,0,0,600,187,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20050,8,0,0,0,,,,0,3204,0,0,1200,12000,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,2,1,p_h_03_b_m_hand_lod.nif|p_d_03_b_m_hand_lod.nif,p_h_03_b_f_hand_lod.nif|p_d_03_b_f_hand_lod.nif,,,,2,3,10806,ITM_Desc_022200,
2136924,第10轮 艾林河-重甲,ITM_Name_022201,自我 珍贵的激战护手,1,3,0,39,3,1|3,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,119,12,0,40,0,0,0,0,0,0,764,224,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3304,0,0,1600,16000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_h_03_c_m_hand_lod.nif|p_d_03_c_m_hand_lod.nif,p_h_03_c_f_hand_lod.nif|p_d_03_c_f_hand_lod.nif,,,,2,3,10809,ITM_Desc_022201,
2136925,第10轮 艾林河-重甲,ITM_Name_022202,自我 珍贵的猛攻护手,1,3,0,39,3,1|3,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,80,0,0,40,0,0,0,0,0,0,720,224,0,0,0,0,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3304,0,0,1600,16000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_h_03_c_m_hand_lod.nif|p_d_03_c_m_hand_lod.nif,p_h_03_c_f_hand_lod.nif|p_d_03_c_f_hand_lod.nif,,,,2,3,10809,ITM_Desc_022202,
2136934,第10轮 艾林河-重甲,ITM_Name_022203,自我 特别的激战护手,1,3,0,39,4,1|3,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,129,13,0,44,0,0,0,0,0,0,827,243,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3404,0,0,2400,24000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_h_03_c_m_hand_uni.bif|p_d_03_c_m_hand_uni.bif,p_h_03_c_f_hand_uni.bif|p_d_03_c_f_hand_uni.bif,,,,2,3,50809,ITM_Desc_022203,
2136935,第10轮 艾林河-重甲,ITM_Name_022204,自我 特别的猛攻护手,1,3,0,39,4,1|3,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,86,0,0,44,0,0,0,0,0,0,780,243,0,0,0,0,13,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20050,8,0,0,0,,,,0,3404,0,0,2400,24000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_h_03_c_m_hand_uni.bif|p_d_03_c_m_hand_uni.bif,p_h_03_c_f_hand_uni.bif|p_d_03_c_f_hand_uni.bif,,,,2,3,50809,ITM_Desc_022204,
2137014,第11轮 艾林河-重甲,ITM_Name_022205,自我 高级的灵魂引导者护手,1,3,0,42,2,1|3,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,107,10,0,36,0,0,0,0,0,0,685,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20100,8,0,0,0,,,,0,3205,0,0,1323,13230,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,2,1,p_h_04_b_m_hand_lod.nif|p_d_04_b_m_hand_lod.nif,p_h_04_b_f_hand_lod.nif|p_d_04_b_f_hand_lod.nif,,,,2,3,10808,ITM_Desc_022205,
2137015,第11轮 艾林河-重甲,ITM_Name_022206,自我 高级的灵魂复仇者护手,1,3,0,42,2,1|3,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,72,0,0,36,0,0,0,0,0,0,646,201,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20100,8,0,0,0,,,,0,3205,0,0,1323,13230,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,2,1,p_h_04_b_m_hand_lod.nif|p_d_04_b_m_hand_lod.nif,p_h_04_b_f_hand_lod.nif|p_d_04_b_f_hand_lod.nif,,,,2,3,10808,ITM_Desc_022206,
