TID,Type,Kind,WeatherUse,WorldTID,GroupNum,D_X,D_Y,D_Z,Radius,AimRebirthPos,DemolRebirthPos,Comment,EngName,EngSubName,LocalName,LocalSubName,BgmName,BgmLoop,Weather0,Weather1,Weather2,Weather3
50420,0,0,0,2000,0,4857.14,8618.13,129.49,40,,,,ART_Name_001171,ART_Subname_001171,休憩的溪谷,火山管理所,,0,,,,
50421,0,0,0,2000,0,5067.6,8552.4,148.02,100,,,,ART_Name_001172,ART_Subname_001172,休憩的溪谷,红顶火山进山路,,0,,,,
50422,0,0,0,2000,0,5286.19,8315.45,192.58,50,,,,ART_Name_001173,ART_Subname_001173,红顶火山,火山村庄,,0,,,,
50423,0,0,0,2000,0,5199.32,8415.44,171.71,80,,,,ART_Name_001174,ART_Subname_001174,红顶火山,蒸汽高原,,0,,,,
50424,0,0,0,2000,0,5290.28,8488.73,180.73,60,,,,ART_Name_001175,ART_Subname_001175,红顶火山,炭黑溪谷入口,,0,,,,
50425,0,0,0,2000,0,5348.62,8558.44,210.23,30,,5350.33|8564.73|210.02,,ART_Name_001176,ART_Subname_001176,红顶火山,戴穆里申讨伐队据点,,0,,,,
50426,0,0,0,2000,0,5283.66,8648.46,202.44,80,,,,ART_Name_001177,ART_Subname_001177,红顶火山,炭黑溪谷,,0,,,,
50427,0,0,0,2000,0,5505.24,8624.07,208.33,100,,,,ART_Name_001178,ART_Subname_001178,红顶火山,古老的熔岩之路,,0,,,,
50428,0,0,0,2000,0,5476.07,8466.88,230.25,40,,,,ART_Name_001179,ART_Subname_001179,红顶火山,熔岩瀑布入口,,0,,,,
50429,0,0,0,2000,0,5481.09,8369.62,262.64,60,,,,ART_Name_001180,ART_Subname_001180,红顶火山,红顶火山,,0,,,,
50430,1,0,1,1012,0,256,256,44.35,256,,,,ART_Name_001181,ART_Subname_001181,暗杀战,古代城市萨基塔,Sound/BGM/BGM_26.ogg|Sound/BGM/BGM_22.ogg,0,3051|4046|,3051|4046|,3051|4046|,3051|4046|
50431,1,0,1,2004,0,256,256,21.4,256,63.83|107.15|-8.00,442.89|405.82|45.73,,ART_Name_001182,ART_Subname_001182,圆滚滚的丘陵地：,决战地,Sound/BGM/BGM_26.ogg|Sound/BGM/BGM_22.ogg,0,3050|4048|,3050|4048|,3050|4048|,3050|4048|
50432,0,0,0,1007,0,248.94,266,14.71,50,,,,ART_Name_001183,ART_Subname_001183,英雄战：,虚无的裂纹,,0,,,,
50433,0,0,0,1007,0,247.05,381.48,37.6,70,,,,ART_Name_001184,ART_Subname_001184,英雄战：,火之关,,0,,,,
50434,0,0,0,1007,0,255.49,142.19,39.96,70,,,,ART_Name_001185,ART_Subname_001185,英雄战：,大地之关,,0,,,,
50435,0,0,0,1007,0,369.79,251.59,32.88,70,,,,ART_Name_001186,ART_Subname_001186,英雄战：,痛苦之谷,,0,,,,
50436,0,0,0,1007,0,135.3,270.31,33.53,70,,,,ART_Name_001187,ART_Subname_001187,英雄战：,勇气之谷,,0,,,,
50437,0,0,0,1008,0,253.41,257.84,-0.01,70,,,,ART_Name_001188,ART_Subname_001188,圣物占领战:,萌芽的大地,,0,,,,
50438,0,0,0,1008,0,404.16,257.02,21.26,80,,,,ART_Name_001189,ART_Subname_001189,圣物占领战:,奔跑的山坡,,0,,,,
50439,0,0,0,1008,0,104.78,261.56,-9.42,80,,,,ART_Name_001190,ART_Subname_001190,圣物占领战:,开放的洞穴,,0,,,,
50440,0,0,0,1008,0,252.71,392.18,11.17,70,,,,ART_Name_001191,ART_Subname_001191,圣物占领战:,烧焦的巢穴,,0,,,,
50441,0,0,0,1008,0,252.22,116.76,10.42,70,,,,ART_Name_001192,ART_Subname_001192,圣物占领战:,流动的巢穴,,0,,,,
50442,0,0,0,1010,0,256.51,359.04,-19.33,60,,,,ART_Name_001193,ART_Subname_001193,圣物破坏战:,天之关,,0,,,,
50443,0,0,0,1010,0,150.65,335.38,1.44,50,,,,ART_Name_001194,ART_Subname_001194,圣物破坏战:,天空碎片,,0,,,,
50444,0,0,0,1010,0,362.61,341.45,1.57,50,,,,ART_Name_001195,ART_Subname_001195,圣物破坏战:,流星碎片,,0,,,,
50445,0,0,0,1010,0,256.76,188.04,-8.63,80,,,,ART_Name_001196,ART_Subname_001196,圣物破坏战:,一日碎片,,0,,,,
50446,0,0,0,1010,0,114.38,88.93,-21.28,70,,,,ART_Name_001197,ART_Subname_001197,圣物破坏战:,冬之碎片,,0,,,,
50447,0,0,0,1010,0,390.96,86.25,-21.71,70,,,,ART_Name_001198,ART_Subname_001198,圣物破坏战:,夏之碎片,,0,,,,
50448,0,0,0,1011,0,93.44,109.57,15.49,90,,,,ART_Name_001199,ART_Subname_001199,全面战:,痛哭之谷,,0,,,,
50449,1,0,0,1011,0,403.36,92.07,4.04,65,,,,ART_Name_001200,ART_Subname_001200,全面战:,坍塌的阿尔代亚驻地,,0,,,,
50450,0,0,0,1011,0,387.19,229.02,8.59,10,,,,ART_Name_001201,ART_Subname_001201,全面战:,坍塌的阿尔代亚行政区,,0,,,,
50451,0,0,0,1011,0,255.22,260.87,-11.5,90,,,,ART_Name_001202,ART_Subname_001202,全面战:,坍塌的阿尔代亚广场,,0,,,,
50452,1,0,0,1011,0,101.02,425.24,7.03,65,,,,ART_Name_001203,ART_Subname_001203,全面战:,坍塌的阿尔代亚驻地,,0,,,,
50453,0,0,0,1011,0,406.14,228.59,6.96,70,,,,ART_Name_001204,ART_Subname_001204,全面战:,坍塌的阿尔代亚行政区,,0,,,,
50454,0,0,0,1011,0,414.27,423.17,14.84,80,,,,ART_Name_001205,ART_Subname_001205,全面战:,约束之谷,,0,,,,
50455,0,0,0,1011,0,102.15,271.29,7.07,70,,,,ART_Name_001206,ART_Subname_001206,全面战:,坍塌的商业地区,,0,,,,
50456,1,0,0,1012,0,256,255.75,44.33,40,,,,ART_Name_001207,ART_Subname_001207,暗杀战:,十字路口,,0,,,,
50457,0,0,0,1012,0,255.57,48.28,72.9,80,,,,ART_Name_001208,ART_Subname_001208,暗杀战:,阿达玛斯的第二结界,,0,,,,
50458,0,0,0,1012,0,75.3,113.91,45.56,55,,,,ART_Name_001209,ART_Subname_001209,暗杀战:,要塞左侧军事待机室,,0,,,,
50459,0,0,0,1012,0,436.14,116.42,45.56,55,,,,ART_Name_001210,ART_Subname_001210,暗杀战:,要塞右侧军事待机室,,0,,,,
50460,1,0,0,1012,0,162.78,185.18,30.93,60,,,,ART_Name_001211,ART_Subname_001211,暗杀战:,被破坏的第五结界房,,0,,,,
50461,1,0,0,1012,0,348.14,186.99,30.84,60,,,,ART_Name_001212,ART_Subname_001212,暗杀战:,被破坏的第六结界房,,0,,,,
50462,1,0,0,1012,0,163.69,338.95,31.32,60,,,,ART_Name_001213,ART_Subname_001213,暗杀战:,阿达玛斯的第三结界房,,0,,,,
50463,1,0,0,1012,0,348,341.62,30.84,55,,,,ART_Name_001214,ART_Subname_001214,暗杀战:,阿达玛斯的第四结界房,,0,,,,
50464,0,0,0,1012,0,74.84,410.48,45.66,60,,,,ART_Name_001215,ART_Subname_001215,暗杀战:,作战会议室,,0,,,,
50465,0,0,0,1012,0,436.91,413.01,45.66,60,,,,ART_Name_001216,ART_Subname_001216,暗杀战:,接见室,,0,,,,
50466,1,0,0,1012,0,255.8,476.81,68.97,70,,,,ART_Name_001217,ART_Subname_001217,暗杀战:,阿达玛斯的第二结界,,0,,,,
50467,1,0,0,2500,0,86.45,402.28,188.05,60,,,,ART_Name_001218,ART_Subname_001218,斯蒂尔普瑞斯:,军事驻地,,0,,,,
50468,1,0,0,2500,0,113.36,117.42,180.58,80,,,,ART_Name_001219,ART_Subname_001219,斯蒂尔普瑞斯:,德莱根西温居住区,,0,,,,
50469,1,0,0,2500,0,386.93,116.83,175.59,70,,,,ART_Name_001220,ART_Subname_001220,斯蒂尔普瑞斯:,人类居住区,,0,,,,
50470,1,0,0,2500,0,413.72,407.81,186.27,60,,,,ART_Name_001221,ART_Subname_001221,斯蒂尔普瑞斯:,浮游居住区,,0,,,,
50471,0,0,0,2500,0,257.02,236.24,162.51,70,,,,ART_Name_001222,ART_Subname_001222,斯蒂尔普瑞斯:,中央广场,,0,,,,
50472,0,0,0,2500,0,257.7,385.26,205.16,80,,,,ART_Name_001223,ART_Subname_001223,斯蒂尔普瑞斯:,光之寺,,0,,,,
50473,0,0,0,2501,0,415.14,106.31,132.72,70,,,,ART_Name_001224,ART_Subname_001224,班迪路娜:,勇士殿堂,,0,,,,
50474,0,0,0,2501,0,262.07,269.38,166.13,85,,,,ART_Name_001225,ART_Subname_001225,班迪路娜:,银月广场,,0,,,,
50475,0,0,0,2501,0,90.79,129.41,139.9,80,,,,ART_Name_001226,ART_Subname_001226,班迪路娜:,门艾尔普大街,,0,,,,
50476,0,0,0,2501,0,405.97,419.82,169.11,98,,,,ART_Name_001227,ART_Subname_001227,班迪路娜:,水之寺,,0,,,,
50477,1,0,0,2501,0,109.32,409.47,142.8,85,,,,ART_Name_001228,ART_Subname_001228,班迪路娜:,军事训练所,,0,,,,
50478,0,0,0,1005,0,256.11,231.99,162.51,60,,,,ART_Name_001229,ART_Subname_001229,城市进攻:,中央广场,,0,,,,
50479,1,0,0,1005,0,93.06,380.43,186.27,70,,,,ART_Name_001230,ART_Subname_001230,城市进攻:,军事驻地,,0,,,,
50480,1,0,0,1005,0,425.59,400.61,186.27,70,,,,ART_Name_001231,ART_Subname_001231,城市进攻:,浮游居住区,,0,,,,
50481,1,0,0,1005,0,255.09,374.61,205.16,70,,,,ART_Name_001232,ART_Subname_001232,城市进攻:,光之寺,,0,,,,
50482,0,0,0,1006,0,262.5,269.89,165.11,100,,,,ART_Name_001233,ART_Subname_001233,城市进攻:,银月广场,,0,,,,
50483,1,0,0,1006,0,115.82,410.96,142.8,80,,,,ART_Name_001234,ART_Subname_001234,城市进攻:,军事训练所,,0,,,,
50484,1,0,0,1006,0,408.02,412.68,169.11,70,,,,ART_Name_001235,ART_Subname_001235,城市进攻:,水之寺,,0,,,,
50485,0,0,0,1006,0,406.08,112.77,132.72,70,,,,ART_Name_001236,ART_Subname_001236,城市进攻:,勇士的殿堂,,0,,,,
50490,0,2,0,4500,0,190.24,126.73,13.49,7,,,,ART_Name_001237,ART_Subname_001237,,,,0,,,,
50491,0,2,0,4500,0,151.16,155.94,-2.19,4,,,,ART_Name_001238,ART_Subname_001238,,,,0,,,,
50492,0,2,0,4500,0,177.31,21.74,2.16,7,,,,ART_Name_001239,ART_Subname_001239,,,,0,,,,
50493,1,2,0,4500,0,240.55,181.06,6.92,6,,,,ART_Name_001240,ART_Subname_001240,,,,0,,,,
50494,0,2,0,4500,0,291.92,125.05,0.53,7,,,,ART_Name_001241,ART_Subname_001241,,,,0,,,,
50495,0,2,0,4500,0,346.44,139.46,-2.11,4,,,,ART_Name_001242,ART_Subname_001242,,,,0,,,,
50496,0,2,0,4500,0,293.19,36.96,2.85,7,,,,ART_Name_001243,ART_Subname_001243,,,,0,,,,
50497,1,2,0,4500,0,240.96,167.01,7.27,6,,,,ART_Name_001244,ART_Subname_001244,,,,0,,,,
50498,0,2,0,4501,0,190.24,126.73,13.49,7,,,,ART_Name_001245,ART_Subname_001245,,,,0,,,,
50499,0,2,0,4501,0,151.16,155.94,-2.19,4,,,,ART_Name_001246,ART_Subname_001246,,,,0,,,,
50500,0,2,0,4501,0,177.31,21.74,2.16,7,,,,ART_Name_001247,ART_Subname_001247,,,,0,,,,
50501,1,2,0,4501,0,240.55,181.06,6.92,6,,,,ART_Name_001248,ART_Subname_001248,,,,0,,,,
50502,0,2,0,4501,0,291.92,125.05,0.53,7,,,,ART_Name_001249,ART_Subname_001249,,,,0,,,,
50503,0,2,0,4501,0,346.44,139.46,-2.11,4,,,,ART_Name_001250,ART_Subname_001250,,,,0,,,,
50504,0,2,0,4501,0,293.19,36.96,2.85,7,,,,ART_Name_001251,ART_Subname_001251,,,,0,,,,
50505,1,2,0,4501,0,240.96,167.01,7.27,6,,,,ART_Name_001252,ART_Subname_001252,,,,0,,,,
50506,0,2,0,4502,0,190.24,126.73,13.49,7,,,,ART_Name_001253,ART_Subname_001253,,,,0,,,,
50507,0,2,0,4502,0,151.16,155.94,-2.19,4,,,,ART_Name_001254,ART_Subname_001254,,,,0,,,,
50508,0,2,0,4502,0,177.31,21.74,2.16,7,,,,ART_Name_001255,ART_Subname_001255,,,,0,,,,
50509,1,2,0,4502,0,240.55,181.06,6.92,6,,,,ART_Name_001256,ART_Subname_001256,,,,0,,,,
50510,0,2,0,4502,0,291.92,125.05,0.53,7,,,,ART_Name_001257,ART_Subname_001257,,,,0,,,,
50511,0,2,0,4502,0,346.44,139.46,-2.11,4,,,,ART_Name_001258,ART_Subname_001258,,,,0,,,,
50512,0,2,0,4502,0,293.19,36.96,2.85,7,,,,ART_Name_001259,ART_Subname_001259,,,,0,,,,
50513,1,2,0,4502,0,240.96,167.01,7.27,6,,,,ART_Name_001260,ART_Subname_001260,,,,0,,,,
50522,0,0,1,2000,0,1647.13,5362.1,84.08,50,,,,ART_Name_001261,ART_Subname_001261,微风平原:,盗贼团聚集地,,0,,3039|,3010|,3011|
50523,0,2,0,4700,0,884.81,434.9,35.94,5,,,,ART_Name_001262,ART_Subname_001262,,,,0,,,,
50524,0,2,0,4700,0,572.8,416.59,23.23,10,,,,ART_Name_001263,ART_Subname_001263,,,,0,,,,
50525,0,2,0,4700,0,943.72,466.86,35.95,4,,,,ART_Name_001264,ART_Subname_001264,,,,0,,,,
50526,0,2,0,4700,0,399.15,414.35,13.64,8,,,,ART_Name_001265,ART_Subname_001265,,,,0,,,,
50527,0,2,0,4700,0,343.08,317.24,13.64,5,,,,ART_Name_001266,ART_Subname_001266,,,,0,,,,
50528,0,2,0,4700,0,323.8,273.23,36.35,6,,,,ART_Name_001267,ART_Subname_001267,,,,0,,,,
50529,0,2,0,4700,0,78.64,132.78,60.02,5,,,,ART_Name_001268,ART_Subname_001268,,,,0,,,,
50530,0,2,0,4700,0,162.53,208.72,5.58,8,,,,ART_Name_001269,ART_Subname_001269,,,,0,,,,
50531,0,2,0,4700,0,171.67,218.76,5.58,4,,,,ART_Name_001270,ART_Subname_001270,,,,0,,,,
50532,0,2,0,4700,0,78.56,145.08,60.02,7,,,,ART_Name_001271,ART_Subname_001271,,,,0,,,,
50533,0,2,0,4700,0,796.21,394.62,5.28,7,,,,ART_Name_001272,ART_Subname_001272,,,,0,,,,
50534,0,2,0,4700,0,913.82,434.97,30.67,8,,,,ART_Name_001273,ART_Subname_001273,,,,0,,,,
50535,0,2,0,4700,0,396.08,434.08,13.64,10,,,,ART_Name_001274,ART_Subname_001274,,,,0,,,,
50536,0,2,0,4700,0,943.51,443.43,30.66,8,,,,ART_Name_001275,ART_Subname_001275,,,,0,,,,
50537,0,2,0,4700,0,329.99,286.45,36.35,7,,,,ART_Name_001276,ART_Subname_001276,,,,0,,,,
50538,0,2,0,4700,0,346.2,329.67,13.44,7,,,,ART_Name_001277,ART_Subname_001277,,,,0,,,,
50539,1,2,0,4403,0,271.65,82.38,25.55,7,,,,ART_Name_001278,ART_Subname_001278,,,,0,,,,
50540,1,2,0,4403,0,417.89,84.81,3.09,5,,,,ART_Name_001279,ART_Subname_001279,,,,0,,,,
50541,1,2,0,4403,0,417.9,70.91,3.09,7,,,,ART_Name_001280,ART_Subname_001280,,,,0,,,,
50542,1,2,0,4403,0,258.03,82.18,25.55,5,,,,ART_Name_001281,ART_Subname_001281,,,,0,,,,
50543,0,2,0,4700,0,672.35,343.5,26.03,8,,,,ART_Name_001282,ART_Subname_001282,,,,0,,,,
50544,1,2,0,2500,0,484.94,236.47,175.59,7,,,,ART_Name_001283,ART_Subname_001283,,,,0,,,,
50545,1,2,0,2500,0,464.39,236.42,177.25,6,,,,ART_Name_001284,ART_Subname_001284,,,,0,,,,
50546,1,2,0,2000,0,2538.38,4844.11,179.34,7,,,,ART_Name_001285,ART_Subname_001285,,,,0,,,,
50547,1,2,0,2000,0,2553.03,4843.82,177.53,6,,,,ART_Name_001286,ART_Subname_001286,,,,0,,,,
50548,1,2,0,2501,0,53.37,261.18,132.95,8,,,,ART_Name_001287,ART_Subname_001287,,,,0,,,,
50549,1,2,0,2501,0,90.47,260.95,142.8,7,,,,ART_Name_001288,ART_Subname_001288,,,,0,,,,
50550,1,2,0,2000,0,6168.7,7942.87,128.34,7,,,,ART_Name_001289,ART_Subname_001289,,,,0,,,,
50551,1,2,0,2000,0,6152.99,7941.51,130.15,6,,,,ART_Name_001290,ART_Subname_001290,,,,0,,,,
50552,1,2,0,4413,0,83.1,486.54,84.71,5,,,,ART_Name_001291,ART_Subname_001291,,,,0,,,,
50553,0,2,0,4413,0,361.09,462.61,158.33,4,,,,ART_Name_001292,ART_Subname_001292,,,,0,,,,
50555,1,2,0,2500,0,94.43,99.43,175.19,5,,,,ART_Name_001294,ART_Subname_001294,,,,0,,,,
50559,1,0,0,2000,0,2984,4482,175,15,2984.81|4482.22|175.71,,,ART_Name_001297,ART_Subname_001297,愤怒的山脉：,补充兵简易棚,,0,,,,
50560,1,0,0,2000,0,2945,5007,186,15,2945.51|5007.17|186.18,,,ART_Name_001298,ART_Subname_001298,愤怒的山脉：,山腰入口勘探队,,0,,,,
50561,1,0,0,2000,0,3534,4837,258,15,3534.46|4837.74|258.66,,,ART_Name_001299,ART_Subname_001299,愤怒的山脉：,半山搜查队,,0,,,,
50562,0,0,1,2000,0,3005.93,4923.67,187.62,180,,,,ART_Name_001300,ART_Subname_001300,,,,0,3059|4039|,3060|4040|,3061|4041|,3062|4042|
50563,1,2,0,4423,0,457.66,168.03,5.09,6,,,,ART_Name_001301,ART_Subname_001301,,,,0,,,,
50564,1,2,0,4423,0,212.83,200.23,35.91,6,,,,ART_Name_001302,ART_Subname_001302,,,,0,,,,
50565,1,2,0,4423,0,198.6,199.99,35.86,7,,,,ART_Name_001303,ART_Subname_001303,,,,0,,,,
50566,1,2,0,4423,0,442.28,168.92,3.45,8,,,,ART_Name_001304,ART_Subname_001304,,,,0,,,,
50567,1,2,0,4433,0,422.28,134.57,8.88,7,,,,ART_Name_001305,ART_Subname_001305,,,,0,,,,
50568,1,2,0,4433,0,197.18,283.97,63.38,8,,,,ART_Name_001306,ART_Subname_001306,,,,0,,,,
50569,1,2,0,4433,0,195.92,259.93,63.38,8,,,,ART_Name_001307,ART_Subname_001307,,,,0,,,,
50570,1,2,0,4433,0,423.23,154.24,8.74,10,,,,ART_Name_001308,ART_Subname_001308,,,,0,,,,
50571,0,2,0,2000,0,3887.94,5912.92,355.1,5,,,,ART_Name_001309,ART_Subname_001309,,,,0,,,,
50572,1,2,0,2000,0,3933.18,5953.38,223.86,10,,,,ART_Name_001310,ART_Subname_001310,,,,0,,,,
50573,1,2,0,2000,0,3913.19,5954.36,224.45,5,,,,ART_Name_001311,ART_Subname_001311,,,,0,,,,
50574,0,2,0,2000,0,3879.54,5926.14,355.21,5,,,,ART_Name_001312,ART_Subname_001312,,,,0,,,,
50575,0,2,0,2000,0,3854.09,5947.41,355.1,5,,,,ART_Name_001313,ART_Subname_001313,,,,0,,,,
50576,0,2,0,2000,0,3807.28,5929.98,226.29,8,,,,ART_Name_001314,ART_Subname_001314,,,,0,,,,
50577,1,2,0,2000,0,3823.9,5933.79,229.02,5,,,,ART_Name_001315,ART_Subname_001315,,,,0,,,,
50578,0,2,0,2000,0,3861.06,5933.1,355.21,5,,,,ART_Name_001316,ART_Subname_001316,,,,0,,,,
50579,1,0,0,2000,0,2829,5048,175,15,2829.17|5048.91|175.12,,,ART_Name_001317,ART_Subname_001317,愤怒的山脉:,山脉地质研究所,,0,,,,
50580,1,0,0,2000,0,2670,4438,157,15,2670.76|4438.42|157.91,,,ART_Name_001318,ART_Subname_001318,愤怒的山脉:,风之溪谷制品处,,0,,,,
50581,0,2,0,2000,0,3943.96,3656.79,236.1,5,,,,ART_Name_001319,ART_Subname_001319,,,,0,,,,
50582,0,2,0,2006,0,171.36,293.5,6.9,10,,,,ART_Name_001320,ART_Subname_001320,,,,0,,,,
50583,0,0,0,2000,0,4004.45,4552.79,267.23,50,,,,ART_Name_001321,ART_Subname_001321,莱恩哈特营地,戴伊安之关,,0,,,,
50584,0,0,0,2000,0,3819.58,4419.6,230.59,100,,,,ART_Name_001322,ART_Subname_001322,莱恩哈特营地,纳尔逊农场,,0,,,,
50585,0,0,0,2000,0,3691.7,4528.37,246.16,100,,,,ART_Name_001323,ART_Subname_001323,莱恩哈特营地,洛克村庄废墟,,0,,,,
50586,0,0,0,2000,0,3935.59,4213.48,266.98,120,,,,ART_Name_001324,ART_Subname_001324,莱恩哈特营地,莱恩哈特要塞,,0,,,,
50587,0,0,0,2000,0,3688.8,4182.28,235.5,100,,,,ART_Name_001325,ART_Subname_001325,莱恩哈特营地,卢卡斯之关,,0,,,,
50588,0,0,0,2000,0,3203.92,4414.8,178.11,120,,,,ART_Name_001326,ART_Subname_001326,绝望的平原：,贝勒内尔墓地,,0,,,,
50589,0,0,0,2000,0,3189.8,4179.39,168.98,100,,,,ART_Name_001327,ART_Subname_001327,绝望的平原：,恩帕斯野营地,,0,,,,
50590,0,0,0,2000,0,3441.64,4327.57,176.55,120,,,,ART_Name_001328,ART_Subname_001328,绝望的平原：,棕色沙漠,,0,,,,
50591,0,0,0,2000,0,3457.56,4115.65,190.59,100,,,,ART_Name_001329,ART_Subname_001329,绝望的平原：,凯尔迪亚墓地,,0,,,,
50592,0,0,0,2000,0,3519.5,4529.65,192.05,50,,,,ART_Name_001330,ART_Subname_001330,绝望的平原：,纳斯汀野营地,,0,,,,
50593,0,0,0,2000,0,3346.58,3849.97,178.53,100,,,,ART_Name_001331,ART_Subname_001331,污浊之谷：,真实之光寺院,,0,,,,
50594,0,0,0,2000,0,3181.6,3960.77,135.78,100,,,,ART_Name_001332,ART_Subname_001332,污浊之谷：,毁灭之路,,0,,,,
50595,0,0,0,2000,0,3536.82,3866.86,194.63,80,,,,ART_Name_001333,ART_Subname_001333,污浊之谷：,毁灭之路,,0,,,,
50596,0,0,0,2000,0,3468.25,3662.81,72.15,100,,,,ART_Name_001334,ART_Subname_001334,污浊之谷：,瘟疫之雾峡谷,,0,,,,
50597,0,0,0,2000,0,3237.05,3692.64,71.3,100,,,,ART_Name_001335,ART_Subname_001335,污浊之谷：,被遗忘的神殿,,0,,,,
50598,0,0,0,2000,0,3965.92,3990.82,247.46,100,,,,ART_Name_001336,ART_Subname_001336,克拉里奥斯营地：,艾伦村庄废墟,,0,,,,
50599,0,0,0,2000,0,3693.03,3924.58,228.04,80,,,,ART_Name_001337,ART_Subname_001337,克拉里奥斯营地：,克拉德农场,,0,,,,
50600,0,0,0,2000,0,4039.42,3830.53,236.91,50,,,,ART_Name_001338,ART_Subname_001338,克拉里奥斯营地：,莱纳野营地,,0,,,,
50601,0,0,0,2000,0,3819.43,3710.77,261.26,140,,,,ART_Name_001339,ART_Subname_001339,克拉里奥斯营地：,克莱利斯城,,0,,,,
50602,1,0,0,2000,0,3909.41,3233.73,230.9,160,,,,ART_Name_001340,ART_Subname_001340,淘汰者收容所：,月影要塞,,0,,,,
50603,0,0,0,2000,0,3954.78,3462.68,213.15,50,,,,ART_Name_001341,ART_Subname_001341,淘汰者收容所：,红月部队野营地,,0,,,,
50604,0,0,0,2000,0,3790.71,3463.96,219.62,50,,,,ART_Name_001342,ART_Subname_001342,淘汰者收容所：,黑月部队占领地,,0,,,,
50605,1,0,0,2000,0,3632.3,3233.68,240.95,110,,,,ART_Name_001343,ART_Subname_001343,淘汰者收容所：,希望之光要塞,,0,,,,
50606,0,0,0,2000,0,4955.84,7963.37,143.82,80,,,,ART_Name_001344,ART_Subname_001344,花园之路：,风之野营地,,0,,,,
50607,0,0,0,2000,0,4683.89,7873.17,118.59,20,,,,ART_Name_001345,ART_Subname_001345,花园之路：,绿和团莫斯罗姆研究所,,0,,,,
50608,0,0,0,2000,0,4729.8,7745.12,111.97,40,,,,ART_Name_001346,ART_Subname_001346,花园之路：,哥布林空中部落,,0,,,,
50609,0,0,0,2000,0,4741.08,7931.72,113.12,30,,,,ART_Name_001347,ART_Subname_001347,花园之路：,莫斯罗姆部落,,0,,,,
50610,0,0,0,2000,0,4845.93,7562.15,118.36,30,,,,ART_Name_001348,ART_Subname_001348,树林之路：,札屋野营地,,0,,,,
50611,0,0,0,2000,0,5000.01,7616.45,126.85,80,,,,ART_Name_001349,ART_Subname_001349,树林之路：,雪矿山,,0,,,,
50612,0,0,0,2000,0,4742.48,7305.77,101.27,30,,,,ART_Name_001350,ART_Subname_001350,树林之路：,艾麦瑞德绝杀木材研究所,,0,,,,
50613,0,0,0,2000,0,5400.04,7394.87,94.65,50,,,,ART_Name_001351,ART_Subname_001351,石塔之路：,肯塔伍露丝村庄,,0,,,,
50614,0,0,0,2000,0,5210.9,7470.14,107.65,20,,,,ART_Name_001352,ART_Subname_001352,石塔之路：,古丽阿萨临时野营地,,0,,,,
50615,0,0,0,2000,0,5291.57,7377.51,99.45,50,,,,ART_Name_001353,ART_Subname_001353,石塔之路：,岩石砂轮部落,,0,,,,
50616,0,0,0,2000,0,5524.79,7577.3,111.42,50,,,,ART_Name_001354,ART_Subname_001354,石塔之路：,德利尔洛克阵营,,0,,,,
50617,0,0,0,2000,0,5477.79,7220.48,133.62,100,,,,ART_Name_001355,ART_Subname_001355,石塔之路：,灰光肯塔伍露丝村庄,,0,,,,
50618,0,0,0,2000,0,5434.2,6909.16,83.73,30,,,,ART_Name_001356,ART_Subname_001356,喷泉之路：,绿和团喷泉研究所,,0,,,,
50619,0,0,0,2000,0,5542.53,7038.28,98.99,80,,,,ART_Name_001357,ART_Subname_001357,喷泉之路：,赞特龙洞穴,,0,,,,
50620,0,0,0,2000,0,5205.88,7078.87,91.06,30,,,,ART_Name_001358,ART_Subname_001358,喷泉之路：,尼穆野营地,,0,,,,
50621,0,0,0,2000,0,5308.49,6943.63,65.49,60,,,,ART_Name_001359,ART_Subname_001359,喷泉之路：,伊内斯特洞穴,,0,,,,
50622,0,0,0,2000,0,5016.2,6931.29,106.91,20,,,,ART_Name_001360,ART_Subname_001360,殿堂之路：,艾迈兰德绝杀德雷克研究所,,0,,,,
50623,0,0,0,2000,0,5014.54,7061.7,101.22,50,,,,ART_Name_001361,ART_Subname_001361,殿堂之路：,水田部落,,0,,,,
50624,0,0,0,2000,0,4743.09,7027.17,121.91,80,,,,ART_Name_001362,ART_Subname_001362,殿堂之路：,滑雪工会阵营,,0,,,,
50625,0,0,0,2000,0,4755.35,6786.56,126.41,50,,,,ART_Name_001363,ART_Subname_001363,殿堂之路：,古丽阿萨野营地,,0,,,,
50626,0,0,0,2000,0,4905.35,6749.42,126.03,100,,,,ART_Name_001364,ART_Subname_001364,殿堂之路：,神的殿堂,,0,,,,
50627,0,0,0,2006,0,137.09,316.81,5.63,5,,,,ART_Name_001365,ART_Subname_001365,,,,0,,,,
50628,0,0,0,2006,0,173.33,254.62,7.28,3,,,,ART_Name_001366,ART_Subname_001366,,,,0,,,,
50629,0,0,0,2006,0,408.25,126.49,16.35,5,,,,ART_Name_001367,ART_Subname_001367,,,,0,,,,
50630,0,0,0,2006,0,377.46,131.45,17.92,3,,,,ART_Name_001368,ART_Subname_001368,,,,0,,,,
50631,0,0,0,2000,0,5110.56,6964.47,91.13,5,,,,ART_Name_001369,ART_Subname_001369,,,,0,,,,
50632,0,0,0,2006,0,866.08,169.14,6.78,5,,,,ART_Name_001370,ART_Subname_001370,,,,0,,,,
50633,0,0,0,2006,0,897.16,161.8,6.97,7,,,,ART_Name_001371,ART_Subname_001371,,,,0,,,,
50634,0,0,0,2006,0,852.12,237.53,6.93,3,,,,ART_Name_001372,ART_Subname_001372,,,,0,,,,
